;Scopy version	f4beeb1
;Exported on	Wednesday February 21/02/2024
;Device	M2K
;Nr of samples	3200
;Sample rate	1e+08
;Tool	Oscilloscope
;Additional Information	
Sample	Time(S)	CH1(V)	CH2(V)
625	2.1e-07	1.50488	1.27718
626	2.2e-07	1.50488	1.28408
627	2.3e-07	1.50626	1.28684
628	2.4e-07	1.49936	1.27856
629	2.5e-07	1.50902	1.29236
630	2.6e-07	1.50488	1.28408
631	2.7e-07	1.50074	1.27028
632	2.8e-07	1.51178	1.30754
633	2.9e-07	1.5104	1.3034
634	3e-07	1.50626	1.2827
635	3.1e-07	1.51592	1.29926
636	3.2e-07	1.50626	1.29374
637	3.3e-07	1.50764	1.29374
638	3.4e-07	1.5104	1.3034
639	3.5e-07	1.50488	1.28822
640	3.6e-07	1.50764	1.29374
641	3.7e-07	1.50764	1.30478
642	3.8e-07	1.50212	1.29788
643	3.9e-07	1.50764	1.30478
644	4e-07	1.50764	1.3103
645	4.1e-07	1.50626	1.29236
646	4.2e-07	1.50626	1.28546
647	4.3e-07	1.51178	1.30478
648	4.4e-07	1.49798	1.30202
649	4.5e-07	1.50212	1.30478
650	4.6e-07	1.50212	1.30892
651	4.7e-07	1.50488	1.3034
652	4.8e-07	1.50626	1.31168
653	4.9e-07	1.5104	1.3103
654	5e-07	1.50626	1.3034
655	5.1e-07	1.5104	1.30616
656	5.2e-07	1.50764	1.30616
657	5.3e-07	1.50626	1.30892
658	5.4e-07	1.50488	1.31306
659	5.5e-07	1.50764	1.30892
660	5.6e-07	1.50902	1.30892
661	5.7e-07	1.50626	1.31168
662	5.8e-07	1.50626	1.30892
663	5.9e-07	1.50626	1.31306
664	6e-07	1.50902	1.31306
665	6.1e-07	1.50626	1.31168
666	6.2e-07	1.50764	1.31582
667	6.3e-07	1.50902	1.31582
668	6.4e-07	1.50626	1.31444
669	6.5e-07	1.50902	1.3172
670	6.6e-07	1.50488	1.31306
671	6.7e-07	1.50212	1.31582
672	6.8e-07	1.50764	1.3172
673	6.9e-07	1.50626	1.3241
674	7e-07	1.50764	1.32824
675	7.1e-07	1.50212	1.3034
676	7.2e-07	1.5104	1.3172
677	7.3e-07	1.5104	1.3241
678	7.4e-07	1.50212	1.31306
679	7.5e-07	1.5104	1.32548
680	7.6e-07	1.50764	1.32134
681	7.7e-07	1.50626	1.31858
682	7.8e-07	1.5104	1.32548
683	7.9e-07	1.50764	1.31444
684	8e-07	1.49936	1.31306
685	8.1e-07	1.50764	1.34618
686	8.2e-07	1.50212	1.31582
687	8.3e-07	1.50074	1.3241
